"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2022-04-26","80.8","3.36","5.42","Grisham, Trent",663757,665665,"single","hit_into_play",,,,,13,"Trent Grisham singles on a ground ball to shortstop Kyle Farmer.   Wil Myers to 3rd.    Luis Campusano to 2nd.","R","L","L","CIN","SD","X",6,"ground_ball",3,2,2022,"-0.6","0.24","-0.59","1.49",,571976,669134,0,4,"Top",129.54,168.26,,,605244,,,-7.666456296326392,-117.57663596644474,-2.646621316580295,-4.3677246527464435,19.709612606291266,-29.625280401513688,"3.52","1.72",1,"70.3",-51,"81.3",2453,"6.3",663079,665665,605244,458015,663697,592567,571657,502054,669222,571980,"54.16",0.197,0.177,"0.9",1,1,0,2,29,6,"Slider",1,5,5,1,5,1,5,1,"Standard","Standard",245,"-0.024","0.87"
"CH","2022-04-16","86.5","-1.63","6.13","Grisham, Trent",663757,666120,"field_out","hit_into_play",,,,,1,"Trent Grisham grounds out, second baseman Ozzie Albies to first baseman Matt Olson.","R","L","R","SD","ATL","X",4,"ground_ball",2,2,2022,"-0.96","1.16","-0.75","3.12",,,,1,6,"Bot",150.47,149.64,,,444489,,,4.105493709104587,-125.83261878889603,-3.281729122518174,-11.062468824551855,28.758923224992717,-19.448509762846488,"3.32","1.51",12,"88",-14,"86.9",1552,"6.8",662235,666120,444489,621566,645277,663586,621020,542303,594807,592696,"53.68",0.114,0.103,"0",1,0,0,2,47,6,"Changeup",1,5,1,5,5,1,1,5,"Standard","Standard",218,"-0.011","-0.134"
"CH","2022-04-16","88.2","-1.54","6.18","Grisham, Trent",663757,666120,"field_out","hit_into_play",,,,,9,"Trent Grisham pops out to shortstop Dansby Swanson.","R","L","R","SD","ATL","X",6,"popup",1,2,2022,"-1.05","1.32","0.44","1.99",,,,1,3,"Bot",108.73,133.09,,,444489,,,7.081271097786056,-127.96919279414948,-6.75928448504006,-13.124223947978166,31.036396397812066,-16.43930343487782,"3.32","1.51",174,"64.6",50,"88.3",1638,"6.9",662235,666120,444489,621566,645277,663586,621020,542303,594807,592696,"53.57",0.134,0.121,"0",1,0,0,3,23,4,"Changeup",1,1,1,1,1,1,1,1,"Standard","Standard",221,"-0.017","-0.111"
"FF","2022-04-15","95.2","-1.93","5.32","Grisham, Trent",663757,657140,"double","hit_into_play",,,,,2,"Trent Grisham doubles (1) on a sharp line drive to right fielder Guillermo Heredia.","R","L","R","SD","ATL","X",9,"line_drive",1,0,2022,"-1.07","0.98","-0.23","2.92",,,,1,3,"Bot",132.62,69.21,,,518595,,,6.942050635845549,-138.44788877385054,-2.855422656710414,-15.37048254347814,31.030869962801923,-19.18240842706548,"3.32","1.51",305,"106.2",16,"95.9",2399,"6.7",662236,657140,518595,621566,645277,663586,621020,606115,594807,628338,"53.75",0.571,0.641,"1.25",1,1,1,5,21,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",233,"0.05","0.397"
"FF","2022-04-14","94.1","-1.77","5.49","Grisham, Trent",663757,450203,"field_out","hit_into_play",,,,,5,"Trent Grisham flies out to right fielder Eddie Rosario.","R","L","R","SD","ATL","X",9,"fly_ball",2,2,2022,"-0.87","1.22","0.08","2.75",543333,,595777,2,5,"Bot",186.15,120.52,,,518595,,,6.694422978986078,-136.81429167980727,-4.0430132201808995,-12.429448877801178,33.32584099459035,-16.186817602732425,"3.32","1.51",239,"86.3",50,"93.6",2461,"6.3",662237,450203,518595,621566,645277,663586,621020,542303,594807,592696,"54.23",0.006,0.005,"0",1,0,0,3,45,5,"4-Seam Fastball",5,0,5,0,0,5,5,0,"Standard","Standard",226,"-0.007","-0.39"
"CU","2022-04-14","79.3","-1.81","5.48","Grisham, Trent",663757,450203,"field_out","hit_into_play",,,,,9,"Trent Grisham grounds out to first baseman Matt Olson.","R","L","R","SD","ATL","X",3,"ground_ball",0,0,2022,"1.29","-0.85","0.46","1.96",,,,0,2,"Bot",165.17,157.85,,,518595,,,2.5317152590130214,-115.4339888196828,0.7729457340719994,10.84297054983802,25.19832311327064,-40.10564840217425,"3.32","1.51",75,"78.3",6,"78.5",2998,"6.1",662237,450203,518595,621566,645277,663586,621020,542303,594807,592696,"54.43",0.317,0.313,"0",1,0,0,2,16,1,"Curveball",4,0,4,0,0,4,4,0,"Standard","Standard",85,"-0.008","-0.221"
"FF","2022-04-13","92.6","-1.35","5.07","Grisham, Trent",663757,657277,"field_out","hit_into_play",,,,,5,"Trent Grisham flies out sharply to center fielder Austin Slater.","R","L","R","SF","SD","X",8,"fly_ball",0,1,2022,"-0.68","0.95","0.14","2.72",,,,0,6,"Top",140.46,48.4,,,592200,,,5.339182968902316,-134.8227636775508,-2.334894104556791,-9.411795608943606,27.977302592174926,-20.21153048982813,"3.32","1.51",375,"100.8",34,"93.7",2079,"6.8",662115,657277,592200,527038,642731,663897,643289,573131,596103,671218,"53.69",0.429,0.848,"0",1,0,0,6,38,2,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",245,"0.036","-0.187"
"FF","2022-04-13","93.3","-1.34","5.09","Grisham, Trent",663757,657277,"field_out","hit_into_play",,,,,3,"Trent Grisham pops out to shortstop Mauricio Dubon.","R","L","R","SF","SD","X",6,"popup",0,2,2022,"-0.89","0.78","0.77","3.27",,,,1,3,"Top",107.07,129.72,,,592200,,,7.421794627451185,-135.6762332376269,-0.6565518447786217,-12.537055481041289,28.769481883715994,-22.54509908153234,"3.32","1.51",185,"60.6",36,"94.1",2239,"6.7",662115,657277,592200,527038,642731,663897,643289,573131,596103,671218,"53.76",0.534,0.481,"0",1,0,0,3,19,3,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",242,"0.018","-0.1"
"CH","2022-04-13","86.8","-1.51","4.97","Grisham, Trent",663757,657277,"field_out","hit_into_play",,,,,8,"Trent Grisham grounds out softly to first baseman Wilmer Flores.","R","L","R","SF","SD","X",3,"ground_ball",3,2,2022,"-0.48","-0.71","-0.15","1.42",,,,0,1,"Top",138.81,190.44,,,592200,,,4.284290413313038,-126.381578420103,-0.8786625651448354,-6.039360635439692,24.784402265708064,-39.832930603338134,"3.32","1.51",1,"56.2",-42,"87.7",1513,"6.8",662115,657277,592200,527038,642731,663897,643289,573131,596103,671218,"53.75",0.151,0.14,"0",1,0,0,1,1,6,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",288,"0.022","-0.298"
"FF","2022-04-11","82.2","-4.11","1.47","Grisham, Trent",663757,643511,"single","hit_into_play",,,,,12,"Trent Grisham singles on a bunt ground ball to pitcher Tyler Rogers.   Ha-Seong Kim to 2nd.","R","L","R","SF","SD","X",1,"ground_ball",0,0,2022,"-0.3","-1.12","1.17","2.51",,,673490,0,7,"Top",118.97,190.27,,,663698,,,12.383340763092464,-118.42495245936927,11.141016165890232,-5.281985111338023,23.315239716408612,-45.38842278280167,"3.32","1.51",2,"32.8",-48,"81.1",1851,"6.1",662116,643511,663698,474832,642731,643289,543063,592626,621453,573262,"54.36",0.269,0.27,"0.9",1,1,0,1,54,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",323,"-0.083","0.027"
"CH","2022-04-10","89.3","-2.23","5.46","Grisham, Trent",663757,656686,"field_out","hit_into_play",,,,,4,"Trent Grisham grounds out, first baseman Christian Walker to pitcher Corbin Martin.","R","L","R","ARI","SD","X",3,"ground_ball",2,1,2022,"-1.2","0.24","-0.36","2.75",673490,,,0,4,"Top",144.04,171.18,,,608348,,,7.076879981579178,-129.7064439452492,-1.0497655867527422,-15.129639649362673,31.920152867756723,-29.482958073172203,"3.32","1.51",3,"70.8",-43,"88",2095,"6",663395,656686,608348,572233,606466,656403,672695,444482,662139,664983,"54.52",0.12,0.108,"0",1,0,0,2,31,4,"Changeup",0,5,5,0,5,0,5,0,"Standard","Standard",237,"0.009","-0.397"
"CH","2022-04-09","82.6","-2.5","5.14","Grisham, Trent",663757,598287,"field_out","hit_into_play",,,,,13,"Trent Grisham grounds out, second baseman Ketel Marte to first baseman Christian Walker.   Wil Myers to 3rd.","R","L","R","ARI","SD","X",4,"ground_ball",1,1,2022,"-1.33","-0.22","-0.99","1.47",,571976,,1,7,"Top",142.36,155.45,,,645444,,,6.0050597186485115,-120.15254321277995,-1.3297213351154282,-14.079747767737086,25.76408359074751,-34.248117332452615,"3.32","1.51",23,"73.3",-2,"81.8",2057,"6",663404,598287,645444,572233,606466,642727,672695,444482,662139,656976,"54.47",0.097,0.087,"0",1,0,0,2,50,3,"Changeup",2,2,2,2,2,2,2,2,"Standard","Standard",254,"0.052","-0.304"
"FF","2022-04-07","90.8","3.07","5.64","Grisham, Trent",663757,518516,"field_out","hit_into_play",,,,,2,"Trent Grisham flies out to left fielder David Peralta.","R","L","L","ARI","SD","X",7,"fly_ball",1,0,2022,"0.63","1.31","0.25","2.76",,,673490,0,3,"Top",70.65,71.5,,,608348,,,-8.459917162802501,-131.81745005148633,-4.024949498418404,9.340678342286573,31.219145197173642,-16.300745045380452,"3.32","1.51",344,"95.4",35,"90.9",2257,"6.7",663418,518516,608348,572233,606466,656403,672695,444482,662139,656976,"53.78",0.091,0.15,"0",1,0,0,3,16,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",141,"0.037","-0.411"
"FF","2021-10-03","92.6","-1.63","5.16","Grisham, Trent",663757,657277,"field_out","hit_into_play",,,,,6,"Trent Grisham flies out to right fielder LaMonte Wade.","R","L","R","SF","SD","X",9,"fly_ball",0,0,2021,"-0.21","0.7","0.48","2.26",,,,0,6,"Top",158,67.76,,,457763,,,5.887815661271794,-134.86642419039853,-3.1973609687841025,-3.713363327653811,26.950034887780696,-23.128010899532036,"3.32","1.51",335,"93.6",39,"93.5",2032,"6.6",632241,657277,457763,527038,600303,446334,543063,592178,573262,664774,"53.92",0.026,0.042,"0",1,0,0,3,47,1,"4-Seam Fastball",9,1,1,9,1,9,1,9,"Standard","Standard",236,"0.002","-0.241"
"SI","2021-10-03","93","-1.82","5.1","Grisham, Trent",663757,657277,"double","hit_into_play",,,,,13,"Trent Grisham doubles (28) on a line drive to left fielder Kris Bryant.","R","L","R","SF","SD","X",7,"line_drive",0,1,2021,"-1.05","-0.02","-0.84","2.13",,,,0,4,"Top",55.36,133.73,,,457763,,,4.843106805435319,-135.46590463912145,-1.8261386222680691,-14.044679290680643,29.64109654139444,-32.17354729374047,"3.32","1.51",215,"79.7",20,"93.4",1936,"6.5",632241,657277,457763,527038,600303,446334,543063,592178,573262,664774,"54.02",0.886,0.822,"1.25",1,1,1,4,24,2,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",244,"-0.07","0.677"
"FF","2021-10-03","94.8","-1.32","5.91","Grisham, Trent",663757,665645,"single","hit_into_play",,,,,6,"Trent Grisham singles on a line drive to right fielder LaMonte Wade.   Webster Rivas scores.    Victor Caratini to 2nd.","R","L","R","SF","SD","X",9,"line_drive",1,0,2021,"-0.11","1.36","0.73","2.68",593590,,605170,0,8,"Top",182.43,108.69,,,457763,,,5.656269153714475,-138.00176718414102,-5.889617377502943,-2.6727354176484033,29.49190520491585,-13.698232149740628,"3.32","1.51",247,"73.6",24,"95.7",2163,"6.7",632241,665645,457763,527038,600303,446334,543063,592178,573262,664774,"53.81",0.911,0.85,"0.9",1,1,0,4,65,2,"4-Seam Fastball",11,2,2,11,3,11,3,11,"Standard","Standard",199,"-0.002","0.794"
"FS","2021-10-02","82.7","-2.56","5.91","Grisham, Trent",663757,592332,"force_out","hit_into_play",,,,,4,"Trent Grisham grounds into a force out, first baseman Darin Ruf to shortstop Brandon Crawford.   Adam Frazier out at 2nd.    Trent Grisham to 1st.","R","L","R","SF","SD","X",3,"ground_ball",0,0,2021,"-0.91","0.21","-0.56","2.09",,,624428,1,6,"Top",146.48,172.3,,,592200,,,6.334858137510675,-120.42386557864388,-2.701251977398805,-10.046181714762534,20.56685368793013,-29.846315313742465,"3.32","1.51",6,"79.5",-20,"83.1",1562,"6.3",632256,592332,592200,573131,600303,592178,543063,664774,621453,573262,"54.23",0.06,0.061,"0",1,0,0,2,38,1,"Split-Finger",1,0,0,1,0,1,0,1,"Standard","Standard",234,"0.046","-0.384"
"FS","2021-10-02","88.2","-2.06","6.34","Grisham, Trent",663757,641793,"double","hit_into_play",,,,,8,"Trent Grisham doubles (27) on a ground ball to right fielder Mike Yastrzemski.   Javy Guerra to 3rd.","R","L","R","SF","SD","X",9,"ground_ball",1,2,2021,"-0.7","0.77","-0.18","1.96",,,642770,0,8,"Top",197.34,137.97,,,592200,,,6.033558966867057,-128.3200292226093,-6.245302535112113,-8.92208230499468,23.790446439555357,-22.557530100411807,"3.32","1.51",25,"97.2",-4,"88.9",1058,"6.5",632256,641793,592200,573131,600303,446334,543063,596103,621453,573262,"54",0.337,0.332,"1.25",1,1,1,2,54,4,"Split-Finger",2,1,1,2,1,2,1,2,"Standard","Standard",239,"-0.255","1.258"
"FF","2021-10-02","95.4","-1.18","5.99","Grisham, Trent",663757,665645,"field_out","hit_into_play",,,,,4,"Trent Grisham grounds out, second baseman Tommy La Stella to first baseman Wilmer Flores.   Victor Caratini to 3rd.","R","L","R","SF","SD","X",4,"ground_ball",2,2,2021,"-0.14","1.36","-0.47","2.44",,605170,,0,10,"Top",157.35,146.83,,,592200,,,2.208472374622295,-138.9440842670542,-6.924853794257563,-2.200867553611046,27.34335761841201,-13.165170870708137,"3.32","1.51",4,"78.4",-31,"97",2396,"6.9",632256,665645,592200,527038,600303,446334,543063,573131,621453,573262,"53.63",0.06,0.054,"0",1,0,0,2,70,6,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",194,"-0.008","-0.223"
"FF","2021-10-02","95.9","-2.37","6.17","Grisham, Trent",663757,592332,"field_out","hit_into_play",,,,,6,"Trent Grisham flies out to center fielder Steven Duggar.","R","L","R","SF","SD","X",8,"fly_ball",0,1,2021,"-0.94","1.27","0.44","2.53",,,,0,1,"Top",121.57,64.16,,,592200,,,9.547911040412844,-139.27056355908334,-6.886601351984395,-14.387843470575453,30.816614997071532,-14.209411732364806,"3.32","1.51",335,"94.2",33,"95.8",2309,"6.3",632256,592332,592200,573131,600303,592178,543063,664774,621453,573262,"54.19",0.12,0.21,"0",1,0,0,3,1,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",222,"0.022","-0.203"
"FF","2021-10-01","93.8","-1.65","5.74","Grisham, Trent",663757,543101,"single","hit_into_play",,,,,6,"Trent Grisham singles on a line drive to right fielder LaMonte Wade.","R","L","R","SF","SD","X",9,"line_drive",0,0,2021,"-0.73","1.37","0.7","2.47",,,,1,3,"Top",177.24,98.3,,,457763,,,7.72623965710675,-136.28687275569106,-5.726315794214759,-10.904082781701659,31.886593634538876,-14.084046198648315,"3.32","1.51",147,"98.7",8,"94.1",2311,"6.7",632267,543101,457763,527038,456781,446334,543063,573131,573262,664774,"53.82",0.586,0.527,"0.9",1,1,0,4,21,1,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",218,"-0.028","0.262"
"SL","2021-10-01","71.7","-4","1.26","Grisham, Trent",663757,643511,"field_out","hit_into_play",,,,,8,"Trent Grisham grounds out to first baseman Wilmer Flores.","R","L","R","SF","SD","X",3,"ground_ball",1,2,2021,"1.15","0.85","-0.06","1.4",,,,0,8,"Top",154.81,164.11,,,457763,,,5.778363609680016,-103.99290768272476,6.330302682125671,7.4043598796062104,17.521074880133614,-27.33870387600083,"3.32","1.51",42,"87.2",1,"71",2153,"6",632267,643511,457763,527038,456781,446334,543063,664774,621453,573262,"54.55",0.289,0.26,"0",1,0,0,2,60,4,"Slider",3,0,0,3,0,3,0,3,"Standard","Standard",119,"0.021","-0.173"
"FF","2021-09-26","97.2","1.66","6.1","Grisham, Trent",663757,554431,"single","hit_into_play",,,,,5,"Trent Grisham singles on a ground ball to right fielder Jorge Soler.   Manny Machado to 3rd.","R","L","L","SD","ATL","X",9,"ground_ball",3,2,2021,"0.15","1.56","0.24","2.37",,,592518,2,7,"Bot",176.65,117.95,,,518595,,,-4.169273026522401,-141.3490635688189,-8.025585159626846,3.063050923276518,33.981302055780596,-9.670681435922063,"3.32","1.51",23,"102.5",-4,"97.1",2533,"6.4",632325,554431,518595,518692,645277,663586,621020,592696,592626,624585,"54.1",0.354,0.323,"0.9",1,1,0,2,65,8,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Standard","Standard",160,"0.055","0.237"
"FF","2021-09-26","93.6","-2.41","5.63","Grisham, Trent",663757,657097,"field_out","hit_into_play",,,,,5,"Trent Grisham pops out to second baseman Ozzie Albies.","R","L","R","SD","ATL","X",4,"popup",2,0,2021,"-0.99","1.35","0.06","2.74",,,,1,4,"Bot",148.6,136.86,,,518595,,,8.48755455547258,-135.87597970087893,-4.568493272886302,-14.24680032673439,33.97048506322916,-14.66393797193351,"3.32","1.51",169,"94.2",62,"92.3",2426,"6",632325,657097,518595,518692,645277,663586,621020,592696,592626,624585,"54.52",0.006,0.005,"0",1,0,0,3,34,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",222,"-0.017","-0.239"
"FF","2021-09-26","96.5","1.72","5.73","Grisham, Trent",663757,621345,"field_out","hit_into_play",,,,,1,"Trent Grisham flies out to left fielder Eddie Rosario.","R","L","L","SD","ATL","X",7,"fly_ball",0,1,2021,"0.47","1.52","-0.8","3.18",,592518,,2,5,"Bot",75.25,141.71,,,518595,,,-7.743487687966535,-140.21024570137254,-4.604341524918525,8.063747161117048,34.22023675034396,-11.319266761890614,"3.32","1.51",192,"87.4",57,"95.7",2392,"6.1",632325,621345,518595,518692,645277,663586,621020,592696,592626,624585,"54.39",0.02,0.024,"0",1,0,0,3,48,2,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard",152,"-0.047","-0.272"
"FF","2021-09-25","96.5","-1.18","6.31","Grisham, Trent",663757,660623,"double","hit_into_play",,,,,8,"Trent Grisham doubles (24) on a line drive to right fielder Jorge Soler.   Wil Myers to 3rd.","R","L","R","SD","ATL","X",9,"line_drive",3,2,2021,"-1.14","1.33","0.08","1.89",,,571976,0,2,"Bot",161.43,79.87,,,518595,,,5.908610612762864,-140.18235298725395,-9.125684694191278,-16.37343755343264,32.900865855258125,-12.737549153375548,"3.32","1.51",309,"99.2",18,"95.7",2086,"6",632343,660623,518595,518692,645277,663586,621020,592696,594807,624585,"54.49",0.403,0.464,"1.25",1,1,1,4,14,6,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",221,"0.071","1.022"
"FF","2021-09-25","98.2","1.71","6.13","Grisham, Trent",663757,554431,"field_out","hit_into_play",,,,,2,"Trent Grisham pops out to shortstop Dansby Swanson.","R","L","L","SD","ATL","X",6,"popup",2,2,2021,"0.33","1.46","0.17","2.85",,,,2,8,"Bot",89.83,145.61,,,518595,,,-4.946649396309472,-142.84787759539066,-6.7633757414628315,5.631404375835875,34.431639958061794,-10.76312233942011,"3.32","1.51",165,"78.1",58,"98.2",2351,"6.4",632343,554431,518595,518692,645277,663586,621020,592696,594807,624585,"54.09",0.029,0.029,"0",1,0,0,3,72,6,"4-Seam Fastball",8,7,8,7,7,8,8,7,"Standard","Standard",153,"-0.007","-0.091"
"FS","2021-09-25","87.6","-2.92","6.18","Grisham, Trent",663757,455119,"double","hit_into_play",,,,,5,"Trent Grisham doubles (25) on a line drive to right fielder Jorge Soler.","R","L","R","SD","ATL","X",9,"line_drive",1,0,2021,"-0.8","0.94","-0.18","2.63",,,,1,6,"Bot",203.76,107.51,,,518595,,,8.302134200165364,-127.21204947625577,-4.321246228517796,-10.426548641691822,28.120180261610948,-21.24392831412653,"3.32","1.51",296,"90.8",24,"87.8",1409,"6.7",632343,455119,518595,518692,645277,663586,621020,592696,594807,624585,"53.79",0.137,0.152,"1.25",1,1,1,3,57,2,"Split-Finger",7,7,7,7,7,7,7,7,"Standard","Standard",228,"0.065","0.384"
"CH","2021-09-23","86.6","-1.94","4.91","Grisham, Trent",663757,657277,"grounded_into_double_play","hit_into_play",,,,,7,"Trent Grisham grounds into a double play, second baseman Tommy La Stella to shortstop Brandon Crawford to first baseman Brandon Belt.   Jurickson Profar out at 2nd.    Trent Grisham out at 1st.","R","L","R","SD","SF","X",4,"ground_ball",2,2,2021,"-0.7","-0.65","-0.78","1.87",,,595777,1,3,"Bot",144.61,155.58,,,592200,,,4.218353332245061,-126.10031319454211,0.23086496880539986,-8.324556480249496,23.491484355139672,-39.44871006771948,"3.32","1.51",5,"90.2",-19,"87.5",1349,"6.6",632370,657277,592200,474832,600303,446334,543063,592178,573262,664774,"53.85",0.094,0.085,"0",1,0,0,2,27,6,"Changeup",4,2,4,2,2,4,4,2,"Standard","Standard",268,"-0.036","-0.343"
"FF","2021-09-22","94.9","-2.33","5.85","Grisham, Trent",663757,608678,"force_out","hit_into_play",,,,,4,"Trent Grisham grounds into a force out, second baseman Tommy La Stella to shortstop Brandon Crawford.   Eric Hosmer out at 2nd.","R","L","R","SD","SF","X",4,"ground_ball",1,1,2021,"-0.39","1.14","-0.67","2.58",502054,,543333,2,7,"Bot",136.98,137.76,,,457763,,,5.248652465576618,-138.1473666682628,-5.479174760920895,-6.143044527851454,29.93699466089499,-16.592387233796593,"3.32","1.51",17,"101.9",-7,"95.3",2036,"6.4",632384,608678,457763,474832,600303,446334,543063,592178,573262,664774,"54.07",0.277,0.251,"0",1,0,0,2,68,3,"4-Seam Fastball",4,8,4,8,8,4,4,8,"Standard","Standard",214,"-0.03","-0.472"
"FF","2021-09-21","95.4","-2.37","5.89","Grisham, Trent",663757,592332,"field_out","hit_into_play",,,,,1,"Trent Grisham pops out to shortstop Brandon Crawford.","R","L","R","SD","SF","X",6,"popup",0,0,2021,"-0.86","1.12","-0.41","3.11",,,543592,2,3,"Bot",103.98,159.6,,,457763,,,7.094160708072753,-138.73883179035596,-4.192835942320489,-12.67914026087016,31.913257547409124,-16.96370440906115,"3.32","1.51",142,"94.3",66,"95.5",2156,"6.5",632378,592332,457763,474832,600303,446334,543063,592178,573262,664774,"54.05",0.009,0.011,"0",1,0,0,3,29,1,"4-Seam Fastball",4,1,4,1,1,4,4,1,"Standard","Standard",223,"-0.011","-0.227"
"FS","2021-09-21","84.1","-2.7","5.86","Grisham, Trent",663757,592332,"single","hit_into_play",,,,,11,"Trent Grisham singles on a line drive to center fielder Mike Yastrzemski.","R","L","R","SD","SF","X",8,"line_drive",2,2,2021,"-1.08","0.34","-0.84","2.97",,,,2,2,"Bot",85.86,79.2,,,457763,,,6.458443898896553,-122.4451855165398,-1.0296539844322306,-12.08772435441284,23.052802275103392,-28.729276372181356,"3.32","1.51",213,"99.3",10,"84.4",1660,"6.4",632378,592332,457763,474832,600303,446334,543063,592178,573262,664774,"54.13",0.791,0.74,"0.9",1,1,0,4,17,5,"Split-Finger",1,1,1,1,1,1,1,1,"Standard","Standard",243,"0.013","0.134"
"FF","2021-09-18","94.3","-1.88","6.75","Grisham, Trent",663757,606149,"field_out","hit_into_play",,,,,4,"Trent Grisham flies out to left fielder Tyler O'Neill.","R","L","R","STL","SD","X",7,"fly_ball",1,2,2021,"-0.78","1.39","-0.45","2.73",,,,1,9,"Top",47.7,103.02,,,425877,,,5.379377415858288,-137.01085816670468,-7.736796784938626,-11.068605609771868,30.342608824737287,-13.133654577549226,"3.32","1.51",306,"93.3",41,"93.1",2311,"5.7",632488,606149,425877,502671,669242,571448,624641,641933,664056,666185,"54.84",0.014,0.023,"0",1,0,0,3,65,4,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Standard",208,"0.052","-0.114"
"FF","2021-09-15","94.7","-2.44","5.79","Grisham, Trent",663757,543351,"field_out","hit_into_play",,,,,2,"Trent Grisham pops out to third baseman Evan Longoria in foul territory.","R","L","R","SF","SD","X",5,"popup",1,1,2021,"-0.39","1.32","0.13","3.09",,624428,,1,5,"Top",77.11,160.33,,,457763,,,7.519739791827481,-137.69695044224295,-4.338564506501956,-6.565544154164089,28.88066660726285,-14.527459354993072,"3.32","1.51",157,"79",67,"94.4",2277,"6",632464,543351,457763,474832,600303,446334,543063,592178,621453,664774,"54.46",0.006,0.008,"0",1,0,0,3,42,3,"4-Seam Fastball",2,5,5,2,5,2,5,2,"Standard","Standard",216,"0.018","-0.315"
"CH","2021-09-14","87.5","-1.94","5.36","Grisham, Trent",663757,543101,"field_out","hit_into_play",,,,,7,"Trent Grisham grounds out, second baseman Tommy La Stella to first baseman Brandon Belt.","R","L","R","SF","SD","X",4,"ground_ball",0,2,2021,"-1.26","0.28","-0.48","1.43",,545350,,2,5,"Top",144.24,139.37,,,457763,,,6.150210290405234,-127.39718324787398,-3.970555126847902,-14.974615842607161,24.17870788122209,-28.548319328506448,"3.32","1.51",10,"99.8",-8,"88.3",1496,"6.6",632491,543101,457763,474832,600303,592178,543063,664774,621453,573262,"53.91",0.24,0.216,"0",1,0,0,2,40,3,"Changeup",3,1,1,3,1,3,1,3,"Standard","Standard",241,"0.039","-0.186"
"CH","2021-09-14","87.6","-1.79","5.46","Grisham, Trent",663757,543101,"field_out","hit_into_play",,,,,4,"Trent Grisham grounds out, second baseman Tommy La Stella to first baseman Brandon Belt.","R","L","R","SF","SD","X",4,"ground_ball",1,1,2021,"-1.29","0.45","-0.29","2.43",,,,0,1,"Top",153.14,144.9,,,457763,,,6.311689588736826,-127.58429959108393,-2.2640384792247925,-15.284181792681736,20.753792522399916,-26.98373273119933,"3.32","1.51",6,"89.9",-23,"88.9",1667,"6.6",632491,543101,457763,474832,600303,592178,543063,664774,621453,573262,"53.91",0.086,0.077,"0",1,0,0,2,1,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",238,"0.022","-0.231"
"FF","2021-09-13","95.5","-2.6","5.89","Grisham, Trent",663757,608678,"field_out","hit_into_play",,,,,4,"Trent Grisham grounds out, second baseman Tommy La Stella to first baseman Brandon Belt.","R","L","R","SF","SD","X",4,"ground_ball",0,2,2021,"-0.46","1.09","-0.54","2.24",,,,0,1,"Top",133.66,138.4,,,592200,,,6.472974447037953,-138.9972357506806,-6.490693153131186,-7.282834149933169,27.424791841824536,-16.818232337929103,"3.32","1.51",14,"98.5",-9,"96.2",2189,"6.4",632520,608678,592200,474832,600303,446334,543063,573131,573262,664774,"54.1",0.254,0.229,"0",1,0,0,2,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",217,"0.022","-0.152"
